date	country	Total	new_cases
2020-05-14	Dominica	16	0
2020-05-15	Dominica	16	0
2020-05-16	Dominica	16	0
2020-05-17	Dominica	16	0
2020-05-18	Dominica	16	0
2020-05-19	Dominica	16	0
2020-01-22	Dominican Republic	0	0
2020-01-23	Dominican Republic	0	0
2020-01-24	Dominican Republic	0	0
2020-01-25	Dominican Republic	0	0
2020-01-26	Dominican Republic	0	0
2020-01-27	Dominican Republic	0	0
2020-01-28	Dominican Republic	0	0
2020-01-29	Dominican Republic	0	0
2020-01-30	Dominican Republic	0	0
2020-01-31	Dominican Republic	0	0
2020-02-01	Dominican Republic	0	0
2020-02-02	Dominican Republic	0	0
2020-02-03	Dominican Republic	0	0
2020-02-04	Dominican Republic	0	0
2020-02-05	Dominican Republic	0	0
2020-02-06	Dominican Republic	0	0
2020-02-07	Dominican Republic	0	0
2020-02-08	Dominican Republic	0	0
2020-02-09	Dominican Republic	0	0
2020-02-10	Dominican Republic	0	0
2020-02-11	Dominican Republic	0	0
2020-02-12	Dominican Republic	0	0
2020-02-13	Dominican Republic	0	0
2020-02-14	Dominican Republic	0	0
2020-02-15	Dominican Republic	0	0
2020-02-16	Dominican Republic	0	0
2020-02-17	Dominican Republic	0	0
2020-02-18	Dominican Republic	0	0
2020-02-19	Dominican Republic	0	0
2020-02-20	Dominican Republic	0	0
2020-02-21	Dominican Republic	0	0
2020-02-22	Dominican Republic	0	0
2020-02-23	Dominican Republic	0	0
2020-02-24	Dominican Republic	0	0
2020-02-25	Dominican Republic	0	0
2020-02-26	Dominican Republic	0	0
2020-02-27	Dominican Republic	0	0
2020-02-28	Dominican Republic	0	0
2020-02-29	Dominican Republic	0	0
2020-03-01	Dominican Republic	1	1
2020-03-02	Dominican Republic	1	0
2020-03-03	Dominican Republic	1	0
2020-03-04	Dominican Republic	1	0
2020-03-05	Dominican Republic	1	0
2020-03-06	Dominican Republic	2	1
2020-03-07	Dominican Republic	2	0
2020-03-08	Dominican Republic	5	3
2020-03-09	Dominican Republic	5	0
2020-03-10	Dominican Republic	5	0
2020-03-11	Dominican Republic	5	0
2020-03-12	Dominican Republic	5	0
2020-03-13	Dominican Republic	5	0
2020-03-14	Dominican Republic	11	6
2020-03-15	Dominican Republic	11	0
2020-03-16	Dominican Republic	11	0
2020-03-17	Dominican Republic	21	10
2020-03-18	Dominican Republic	21	0
2020-03-19	Dominican Republic	34	13
2020-03-20	Dominican Republic	72	38
2020-03-21	Dominican Republic	112	40
2020-03-22	Dominican Republic	202	90
2020-03-23	Dominican Republic	245	43
2020-03-24	Dominican Republic	312	67
2020-03-25	Dominican Republic	392	80
2020-03-26	Dominican Republic	488	96
2020-03-27	Dominican Republic	581	93
2020-03-28	Dominican Republic	719	138
2020-03-29	Dominican Republic	859	140
2020-03-30	Dominican Republic	901	42
2020-03-31	Dominican Republic	1109	208
2020-04-01	Dominican Republic	1284	175
2020-04-02	Dominican Republic	1380	96
2020-04-03	Dominican Republic	1488	108
2020-04-04	Dominican Republic	1488	0
2020-04-05	Dominican Republic	1745	257
2020-04-06	Dominican Republic	1828	83
2020-04-07	Dominican Republic	1956	128
2020-04-08	Dominican Republic	2111	155
2020-04-09	Dominican Republic	2349	238
2020-04-10	Dominican Republic	2620	271
2020-04-11	Dominican Republic	2759	139
2020-04-12	Dominican Republic	2967	208
2020-04-13	Dominican Republic	3167	200
2020-04-14	Dominican Republic	3286	119
2020-04-15	Dominican Republic	3614	328
2020-04-16	Dominican Republic	3755	141
2020-04-17	Dominican Republic	4126	371
2020-04-18	Dominican Republic	4335	209
2020-04-19	Dominican Republic	4680	345
2020-04-20	Dominican Republic	4964	284
2020-04-21	Dominican Republic	5044	80
2020-04-22	Dominican Republic	5300	256
2020-04-23	Dominican Republic	5543	243
2020-04-24	Dominican Republic	5749	206
2020-04-25	Dominican Republic	5926	177
2020-04-26	Dominican Republic	6135	209
2020-04-27	Dominican Republic	6293	158
2020-04-28	Dominican Republic	6416	123
2020-04-29	Dominican Republic	6652	236
2020-04-30	Dominican Republic	6972	320
2020-05-01	Dominican Republic	7288	316
2020-05-02	Dominican Republic	7578	290
2020-05-03	Dominican Republic	7954	376
2020-05-04	Dominican Republic	8235	281
2020-05-05	Dominican Republic	8480	245
2020-05-06	Dominican Republic	8807	327
2020-05-07	Dominican Republic	9095	288
2020-05-08	Dominican Republic	9376	281
2020-05-09	Dominican Republic	9882	506
2020-05-10	Dominican Republic	10347	465
2020-05-11	Dominican Republic	10634	287
2020-05-12	Dominican Republic	10900	266
2020-05-13	Dominican Republic	11196	296
2020-05-14	Dominican Republic	11320	124
2020-05-15	Dominican Republic	11739	419
2020-05-16	Dominican Republic	12110	371
2020-05-17	Dominican Republic	12314	204
2020-05-18	Dominican Republic	12725	411
2020-05-19	Dominican Republic	13223	498
2020-01-22	Ecuador	0	0
2020-01-23	Ecuador	0	0
2020-01-24	Ecuador	0	0
2020-01-25	Ecuador	0	0
2020-01-26	Ecuador	0	0
2020-01-27	Ecuador	0	0
2020-01-28	Ecuador	0	0
2020-01-29	Ecuador	0	0
2020-01-30	Ecuador	0	0
2020-01-31	Ecuador	0	0
2020-02-01	Ecuador	0	0
2020-02-02	Ecuador	0	0
2020-02-03	Ecuador	0	0
2020-02-04	Ecuador	0	0
2020-02-05	Ecuador	0	0
2020-02-06	Ecuador	0	0
2020-02-07	Ecuador	0	0
2020-02-08	Ecuador	0	0
2020-02-09	Ecuador	0	0
2020-02-10	Ecuador	0	0
2020-02-11	Ecuador	0	0
2020-02-12	Ecuador	0	0
2020-02-13	Ecuador	0	0
2020-02-14	Ecuador	0	0
2020-02-15	Ecuador	0	0
2020-02-16	Ecuador	0	0
2020-02-17	Ecuador	0	0
2020-02-18	Ecuador	0	0
2020-02-19	Ecuador	0	0
2020-02-20	Ecuador	0	0
2020-02-21	Ecuador	0	0
2020-02-22	Ecuador	0	0
2020-02-23	Ecuador	0	0
2020-02-24	Ecuador	0	0
2020-02-25	Ecuador	0	0
2020-02-26	Ecuador	0	0
2020-02-27	Ecuador	0	0
2020-02-28	Ecuador	0	0
2020-02-29	Ecuador	0	0
2020-03-01	Ecuador	6	6
2020-03-02	Ecuador	6	0
2020-03-03	Ecuador	7	1
2020-03-04	Ecuador	10	3
2020-03-05	Ecuador	13	3
2020-03-06	Ecuador	13	0
2020-03-07	Ecuador	13	0
2020-03-08	Ecuador	14	1
2020-03-09	Ecuador	15	1
2020-03-10	Ecuador	15	0
2020-03-11	Ecuador	17	2
2020-03-12	Ecuador	17	0
2020-03-13	Ecuador	17	0
2020-03-14	Ecuador	28	11
2020-03-15	Ecuador	28	0
2020-03-16	Ecuador	37	9
2020-03-17	Ecuador	58	21
2020-03-18	Ecuador	111	53
2020-03-19	Ecuador	199	88
2020-03-20	Ecuador	367	168
2020-03-21	Ecuador	506	139
2020-03-22	Ecuador	789	283
2020-03-23	Ecuador	981	192
2020-03-24	Ecuador	1082	101
2020-03-25	Ecuador	1173	91
2020-03-26	Ecuador	1403	230
2020-03-27	Ecuador	1595	192
2020-03-28	Ecuador	1823	228
2020-03-29	Ecuador	1924	101
2020-03-30	Ecuador	1962	38
2020-03-31	Ecuador	2240	278
2020-04-01	Ecuador	2748	508
2020-04-02	Ecuador	3163	415
2020-04-03	Ecuador	3368	205
2020-04-04	Ecuador	3465	97
2020-04-05	Ecuador	3646	181
2020-04-06	Ecuador	3747	101
2020-04-07	Ecuador	3747	0
2020-04-08	Ecuador	4450	703
2020-04-09	Ecuador	4965	515
2020-04-10	Ecuador	7161	2196
2020-04-11	Ecuador	7257	96
2020-04-12	Ecuador	7466	209
2020-04-13	Ecuador	7529	63
2020-04-14	Ecuador	7603	74
2020-04-15	Ecuador	7858	255
2020-04-16	Ecuador	8225	367
2020-04-17	Ecuador	8450	225
2020-04-18	Ecuador	9022	572
2020-04-19	Ecuador	9468	446
2020-04-20	Ecuador	10128	660
2020-04-21	Ecuador	10398	270
2020-04-22	Ecuador	10850	452
2020-04-23	Ecuador	11183	333
2020-04-24	Ecuador	22719	11536
2020-04-25	Ecuador	22719	0
2020-04-26	Ecuador	22719	0
2020-04-27	Ecuador	23240	521
2020-04-28	Ecuador	24258	1018
2020-04-29	Ecuador	24675	417
2020-04-30	Ecuador	24934	259
2020-05-01	Ecuador	26336	1402
2020-05-02	Ecuador	27464	1128
2020-05-03	Ecuador	29538	2074
2020-05-04	Ecuador	31881	2343
2020-05-05	Ecuador	31881	0
2020-05-06	Ecuador	31881	0
2020-05-07	Ecuador	30298	-1583
2020-05-08	Ecuador	28818	-1480
2020-05-09	Ecuador	29071	253
2020-05-10	Ecuador	29559	488
2020-05-11	Ecuador	29509	-50
2020-05-12	Ecuador	30419	910
2020-05-13	Ecuador	30486	67
2020-05-14	Ecuador	30502	16
2020-05-15	Ecuador	31467	965
2020-05-16	Ecuador	32763	1296
2020-05-17	Ecuador	33182	419
2020-05-18	Ecuador	33582	400
2020-05-19	Ecuador	34151	569
2020-01-22	Egypt	0	0
2020-01-23	Egypt	0	0
2020-01-24	Egypt	0	0
2020-01-25	Egypt	0	0
2020-01-26	Egypt	0	0
2020-01-27	Egypt	0	0
2020-01-28	Egypt	0	0
2020-01-29	Egypt	0	0
2020-01-30	Egypt	0	0
2020-01-31	Egypt	0	0
2020-02-01	Egypt	0	0
2020-02-02	Egypt	0	0
2020-02-03	Egypt	0	0
2020-02-04	Egypt	0	0
2020-02-05	Egypt	0	0
2020-02-06	Egypt	0	0
2020-02-07	Egypt	0	0
2020-02-08	Egypt	0	0
2020-02-09	Egypt	0	0
2020-02-10	Egypt	0	0
2020-02-11	Egypt	0	0
2020-02-12	Egypt	0	0
2020-02-13	Egypt	0	0
2020-02-14	Egypt	1	1
2020-02-15	Egypt	1	0
2020-02-16	Egypt	1	0
2020-02-17	Egypt	1	0
2020-02-18	Egypt	1	0
2020-02-19	Egypt	1	0
2020-02-20	Egypt	1	0
2020-02-21	Egypt	1	0
2020-02-22	Egypt	1	0
2020-02-23	Egypt	1	0
2020-02-24	Egypt	1	0
2020-02-25	Egypt	1	0
2020-02-26	Egypt	1	0
2020-02-27	Egypt	1	0
2020-02-28	Egypt	1	0
2020-02-29	Egypt	1	0
2020-03-01	Egypt	2	1
2020-03-02	Egypt	2	0
2020-03-03	Egypt	2	0
2020-03-04	Egypt	2	0
2020-03-05	Egypt	3	1
2020-03-06	Egypt	15	12
2020-03-07	Egypt	15	0
2020-03-08	Egypt	49	34
2020-03-09	Egypt	55	6
2020-03-10	Egypt	59	4
2020-03-11	Egypt	60	1
2020-03-12	Egypt	67	7
2020-03-13	Egypt	80	13
2020-03-14	Egypt	109	29
2020-03-15	Egypt	110	1
2020-03-16	Egypt	150	40
2020-03-17	Egypt	196	46
2020-03-18	Egypt	196	0
2020-03-19	Egypt	256	60
2020-03-20	Egypt	285	29
2020-03-21	Egypt	294	9
2020-03-22	Egypt	327	33
2020-03-23	Egypt	366	39
2020-03-24	Egypt	402	36
2020-03-25	Egypt	456	54
2020-03-26	Egypt	495	39
2020-03-27	Egypt	536	41
2020-03-28	Egypt	576	40
2020-03-29	Egypt	609	33
2020-03-30	Egypt	656	47
2020-03-31	Egypt	710	54
2020-04-01	Egypt	779	69
2020-04-02	Egypt	865	86
2020-04-03	Egypt	985	120
2020-04-04	Egypt	1070	85
2020-04-05	Egypt	1173	103
2020-04-06	Egypt	1322	149
2020-04-07	Egypt	1450	128
2020-04-08	Egypt	1560	110
2020-04-09	Egypt	1699	139
2020-04-10	Egypt	1794	95
2020-04-11	Egypt	1939	145
2020-04-12	Egypt	2065	126
2020-04-13	Egypt	2190	125
2020-04-14	Egypt	2350	160
2020-04-15	Egypt	2505	155
2020-04-16	Egypt	2673	168
2020-04-17	Egypt	2844	171
2020-04-18	Egypt	3032	188
2020-04-19	Egypt	3144	112
2020-04-20	Egypt	3333	189
2020-04-21	Egypt	3490	157
2020-04-22	Egypt	3659	169
2020-04-23	Egypt	3891	232
2020-04-24	Egypt	4092	201
2020-04-25	Egypt	4319	227
2020-04-26	Egypt	4534	215
2020-04-27	Egypt	4782	248
2020-04-28	Egypt	5042	260
2020-04-29	Egypt	5268	226
2020-04-30	Egypt	5537	269
2020-05-01	Egypt	5895	358
2020-05-02	Egypt	6193	298
2020-05-03	Egypt	6465	272
2020-05-04	Egypt	6813	348
2020-05-05	Egypt	7201	388
2020-05-06	Egypt	7588	387
2020-05-07	Egypt	7981	393
2020-05-08	Egypt	8476	495
2020-05-09	Egypt	8964	488
2020-05-10	Egypt	9400	436
2020-05-11	Egypt	9746	346
2020-05-12	Egypt	10093	347
2020-05-13	Egypt	10431	338
2020-05-14	Egypt	10829	398
2020-05-15	Egypt	11228	399
2020-05-16	Egypt	11719	491
2020-05-17	Egypt	12229	510
2020-05-18	Egypt	12764	535
2020-05-19	Egypt	13484	720
2020-01-22	El Salvador	0	0
2020-01-23	El Salvador	0	0
2020-01-24	El Salvador	0	0
2020-01-25	El Salvador	0	0
2020-01-26	El Salvador	0	0
2020-01-27	El Salvador	0	0
2020-01-28	El Salvador	0	0
2020-01-29	El Salvador	0	0
2020-01-30	El Salvador	0	0
2020-01-31	El Salvador	0	0
2020-02-01	El Salvador	0	0
2020-02-02	El Salvador	0	0
2020-02-03	El Salvador	0	0
2020-02-04	El Salvador	0	0
2020-02-05	El Salvador	0	0
2020-02-06	El Salvador	0	0
2020-02-07	El Salvador	0	0
2020-02-08	El Salvador	0	0
2020-02-09	El Salvador	0	0
2020-02-10	El Salvador	0	0
2020-02-11	El Salvador	0	0
2020-02-12	El Salvador	0	0
2020-02-13	El Salvador	0	0
2020-02-14	El Salvador	0	0
2020-02-15	El Salvador	0	0
2020-02-16	El Salvador	0	0
2020-02-17	El Salvador	0	0
2020-02-18	El Salvador	0	0
2020-02-19	El Salvador	0	0
2020-02-20	El Salvador	0	0
2020-02-21	El Salvador	0	0
2020-02-22	El Salvador	0	0
2020-02-23	El Salvador	0	0
2020-02-24	El Salvador	0	0
2020-02-25	El Salvador	0	0
2020-02-26	El Salvador	0	0
2020-02-27	El Salvador	0	0
2020-02-28	El Salvador	0	0
2020-02-29	El Salvador	0	0
2020-03-01	El Salvador	0	0
2020-03-02	El Salvador	0	0
2020-03-03	El Salvador	0	0
2020-03-04	El Salvador	0	0
2020-03-05	El Salvador	0	0
2020-03-06	El Salvador	0	0
2020-03-07	El Salvador	0	0
2020-03-08	El Salvador	0	0
2020-03-09	El Salvador	0	0
2020-03-10	El Salvador	0	0
2020-03-11	El Salvador	0	0
2020-03-12	El Salvador	0	0
2020-03-13	El Salvador	0	0
2020-03-14	El Salvador	0	0
2020-03-15	El Salvador	0	0
2020-03-16	El Salvador	0	0
2020-03-17	El Salvador	0	0
2020-03-18	El Salvador	0	0
2020-03-19	El Salvador	1	1
2020-03-20	El Salvador	1	0
2020-03-21	El Salvador	3	2
2020-03-22	El Salvador	3	0
2020-03-23	El Salvador	3	0
2020-03-24	El Salvador	5	2
2020-03-25	El Salvador	9	4
2020-03-26	El Salvador	13	4
2020-03-27	El Salvador	13	0
2020-03-28	El Salvador	19	6
2020-03-29	El Salvador	24	5
2020-03-30	El Salvador	30	6
2020-03-31	El Salvador	32	2
2020-04-01	El Salvador	32	0
2020-04-02	El Salvador	41	9
2020-04-03	El Salvador	46	5
2020-04-04	El Salvador	56	10
2020-04-05	El Salvador	62	6
2020-04-06	El Salvador	69	7
2020-04-07	El Salvador	78	9
2020-04-08	El Salvador	93	15
2020-04-09	El Salvador	103	10
2020-04-10	El Salvador	117	14
2020-04-11	El Salvador	118	1
2020-04-12	El Salvador	125	7
2020-04-13	El Salvador	137	12
2020-04-14	El Salvador	149	12
2020-04-15	El Salvador	159	10
2020-04-16	El Salvador	164	5
2020-04-17	El Salvador	177	13
2020-04-18	El Salvador	190	13
2020-04-19	El Salvador	201	11
2020-04-20	El Salvador	218	17
2020-04-21	El Salvador	225	7
2020-04-22	El Salvador	237	12
2020-04-23	El Salvador	250	13
2020-04-24	El Salvador	274	24
2020-04-25	El Salvador	274	0
2020-04-26	El Salvador	298	24
2020-04-27	El Salvador	323	25
2020-04-28	El Salvador	345	22
2020-04-29	El Salvador	377	32
2020-04-30	El Salvador	395	18
2020-05-01	El Salvador	424	29
2020-05-02	El Salvador	446	22
2020-05-03	El Salvador	490	44
2020-05-04	El Salvador	555	65
2020-05-05	El Salvador	587	32
2020-05-06	El Salvador	633	46
2020-05-07	El Salvador	695	62
2020-05-08	El Salvador	742	47
2020-05-09	El Salvador	784	42
2020-05-10	El Salvador	889	105
2020-05-11	El Salvador	958	69
2020-05-12	El Salvador	998	40
2020-05-13	El Salvador	1037	39
2020-05-14	El Salvador	1112	75
2020-05-15	El Salvador	1210	98
2020-05-16	El Salvador	1265	55
2020-05-17	El Salvador	1338	73
2020-05-18	El Salvador	1413	75
2020-05-19	El Salvador	1498	85
2020-01-22	Equatorial Guinea	0	0
2020-01-23	Equatorial Guinea	0	0
2020-01-24	Equatorial Guinea	0	0
2020-01-25	Equatorial Guinea	0	0
2020-01-26	Equatorial Guinea	0	0
2020-01-27	Equatorial Guinea	0	0
2020-01-28	Equatorial Guinea	0	0
2020-01-29	Equatorial Guinea	0	0
2020-01-30	Equatorial Guinea	0	0
2020-01-31	Equatorial Guinea	0	0
2020-02-01	Equatorial Guinea	0	0
2020-02-02	Equatorial Guinea	0	0
2020-02-03	Equatorial Guinea	0	0
2020-02-04	Equatorial Guinea	0	0
2020-02-05	Equatorial Guinea	0	0
2020-02-06	Equatorial Guinea	0	0
2020-02-07	Equatorial Guinea	0	0
2020-02-08	Equatorial Guinea	0	0
2020-02-09	Equatorial Guinea	0	0
2020-02-10	Equatorial Guinea	0	0
2020-02-11	Equatorial Guinea	0	0
2020-02-12	Equatorial Guinea	0	0
2020-02-13	Equatorial Guinea	0	0
2020-02-14	Equatorial Guinea	0	0
2020-02-15	Equatorial Guinea	0	0
2020-02-16	Equatorial Guinea	0	0
2020-02-17	Equatorial Guinea	0	0
2020-02-18	Equatorial Guinea	0	0
2020-02-19	Equatorial Guinea	0	0
2020-02-20	Equatorial Guinea	0	0
2020-02-21	Equatorial Guinea	0	0
2020-02-22	Equatorial Guinea	0	0
2020-02-23	Equatorial Guinea	0	0
2020-02-24	Equatorial Guinea	0	0
2020-02-25	Equatorial Guinea	0	0
2020-02-26	Equatorial Guinea	0	0
2020-02-27	Equatorial Guinea	0	0
2020-02-28	Equatorial Guinea	0	0
2020-02-29	Equatorial Guinea	0	0
2020-03-01	Equatorial Guinea	0	0
2020-03-02	Equatorial Guinea	0	0
2020-03-03	Equatorial Guinea	0	0
2020-03-04	Equatorial Guinea	0	0
2020-03-05	Equatorial Guinea	0	0
2020-03-06	Equatorial Guinea	0	0
2020-03-07	Equatorial Guinea	0	0
2020-03-08	Equatorial Guinea	0	0
2020-03-09	Equatorial Guinea	0	0
2020-03-10	Equatorial Guinea	0	0
2020-03-11	Equatorial Guinea	0	0
2020-03-12	Equatorial Guinea	0	0
2020-03-13	Equatorial Guinea	0	0
2020-03-14	Equatorial Guinea	0	0
2020-03-15	Equatorial Guinea	1	1
2020-03-16	Equatorial Guinea	1	0
2020-03-17	Equatorial Guinea	1	0
2020-03-18	Equatorial Guinea	4	3
2020-03-19	Equatorial Guinea	6	2
2020-03-20	Equatorial Guinea	6	0
2020-03-21	Equatorial Guinea	6	0
2020-03-22	Equatorial Guinea	6	0
2020-03-23	Equatorial Guinea	9	3
2020-03-24	Equatorial Guinea	9	0
2020-03-25	Equatorial Guinea	9	0
2020-03-26	Equatorial Guinea	12	3
2020-03-27	Equatorial Guinea	12	0
2020-03-28	Equatorial Guinea	12	0
2020-03-29	Equatorial Guinea	12	0
2020-03-30	Equatorial Guinea	12	0
2020-03-31	Equatorial Guinea	12	0
2020-04-01	Equatorial Guinea	15	3
2020-04-02	Equatorial Guinea	15	0
2020-04-03	Equatorial Guinea	16	1
2020-04-04	Equatorial Guinea	16	0
2020-04-05	Equatorial Guinea	16	0
2020-04-06	Equatorial Guinea	16	0
2020-04-07	Equatorial Guinea	16	0
2020-04-08	Equatorial Guinea	18	2
2020-04-09	Equatorial Guinea	18	0
2020-04-10	Equatorial Guinea	18	0
2020-04-11	Equatorial Guinea	18	0
2020-04-12	Equatorial Guinea	21	3
2020-04-13	Equatorial Guinea	21	0
2020-04-14	Equatorial Guinea	41	20
2020-04-15	Equatorial Guinea	51	10
2020-04-16	Equatorial Guinea	51	0
2020-04-17	Equatorial Guinea	79	28
2020-04-18	Equatorial Guinea	79	0
2020-04-19	Equatorial Guinea	79	0
2020-04-20	Equatorial Guinea	79	0
2020-04-21	Equatorial Guinea	83	4
2020-04-22	Equatorial Guinea	84	1
2020-04-23	Equatorial Guinea	84	0
2020-04-24	Equatorial Guinea	214	130
2020-04-25	Equatorial Guinea	258	44
2020-04-26	Equatorial Guinea	258	0
2020-04-27	Equatorial Guinea	258	0
2020-04-28	Equatorial Guinea	315	57
2020-04-29	Equatorial Guinea	315	0
2020-04-30	Equatorial Guinea	315	0
2020-05-01	Equatorial Guinea	315	0
2020-05-02	Equatorial Guinea	315	0
2020-05-03	Equatorial Guinea	315	0
2020-05-04	Equatorial Guinea	315	0
2020-05-05	Equatorial Guinea	315	0
2020-05-06	Equatorial Guinea	439	124
2020-05-07	Equatorial Guinea	439	0
2020-05-08	Equatorial Guinea	439	0
2020-05-09	Equatorial Guinea	439	0
2020-05-10	Equatorial Guinea	439	0
2020-05-11	Equatorial Guinea	439	0
2020-05-12	Equatorial Guinea	439	0
2020-05-13	Equatorial Guinea	522	83
2020-05-14	Equatorial Guinea	583	61
2020-05-15	Equatorial Guinea	594	11
2020-05-16	Equatorial Guinea	594	0
2020-05-17	Equatorial Guinea	594	0
2020-05-18	Equatorial Guinea	719	125
2020-05-19	Equatorial Guinea	825	106
2020-01-22	Eritrea	0	0
2020-01-23	Eritrea	0	0
2020-01-24	Eritrea	0	0
2020-01-25	Eritrea	0	0
2020-01-26	Eritrea	0	0
2020-01-27	Eritrea	0	0
2020-01-28	Eritrea	0	0
2020-01-29	Eritrea	0	0
2020-01-30	Eritrea	0	0
2020-01-31	Eritrea	0	0
2020-02-01	Eritrea	0	0
2020-02-02	Eritrea	0	0
2020-02-03	Eritrea	0	0
2020-02-04	Eritrea	0	0
2020-02-05	Eritrea	0	0
2020-02-06	Eritrea	0	0
2020-02-07	Eritrea	0	0
2020-02-08	Eritrea	0	0
2020-02-09	Eritrea	0	0
2020-02-10	Eritrea	0	0
2020-02-11	Eritrea	0	0
2020-02-12	Eritrea	0	0
2020-02-13	Eritrea	0	0
2020-02-14	Eritrea	0	0
2020-02-15	Eritrea	0	0
2020-02-16	Eritrea	0	0
2020-02-17	Eritrea	0	0
2020-02-18	Eritrea	0	0
2020-02-19	Eritrea	0	0
2020-02-20	Eritrea	0	0
2020-02-21	Eritrea	0	0
2020-02-22	Eritrea	0	0
2020-02-23	Eritrea	0	0
2020-02-24	Eritrea	0	0
2020-02-25	Eritrea	0	0
2020-02-26	Eritrea	0	0
2020-02-27	Eritrea	0	0
2020-02-28	Eritrea	0	0
2020-02-29	Eritrea	0	0
2020-03-01	Eritrea	0	0
2020-03-02	Eritrea	0	0
2020-03-03	Eritrea	0	0
2020-03-04	Eritrea	0	0
2020-03-05	Eritrea	0	0
2020-03-06	Eritrea	0	0
2020-03-07	Eritrea	0	0
2020-03-08	Eritrea	0	0
2020-03-09	Eritrea	0	0
2020-03-10	Eritrea	0	0
2020-03-11	Eritrea	0	0
2020-03-12	Eritrea	0	0
2020-03-13	Eritrea	0	0
2020-03-14	Eritrea	0	0
2020-03-15	Eritrea	0	0
2020-03-16	Eritrea	0	0
2020-03-17	Eritrea	0	0
2020-03-18	Eritrea	0	0
2020-03-19	Eritrea	0	0
2020-03-20	Eritrea	0	0
2020-03-21	Eritrea	1	1
2020-03-22	Eritrea	1	0
2020-03-23	Eritrea	1	0
2020-03-24	Eritrea	1	0
2020-03-25	Eritrea	4	3
2020-03-26	Eritrea	6	2
2020-03-27	Eritrea	6	0
2020-03-28	Eritrea	6	0
2020-03-29	Eritrea	12	6
2020-03-30	Eritrea	12	0
2020-03-31	Eritrea	15	3
2020-04-01	Eritrea	15	0
2020-04-02	Eritrea	22	7
2020-04-03	Eritrea	22	0
2020-04-04	Eritrea	29	7
2020-04-05	Eritrea	29	0
2020-04-06	Eritrea	31	2
2020-04-07	Eritrea	31	0
2020-04-08	Eritrea	33	2
2020-04-09	Eritrea	33	0
2020-04-10	Eritrea	34	1
2020-04-11	Eritrea	34	0
2020-04-12	Eritrea	34	0
2020-04-13	Eritrea	34	0
2020-04-14	Eritrea	34	0
2020-04-15	Eritrea	35	1
2020-04-16	Eritrea	35	0
2020-04-17	Eritrea	35	0
2020-04-18	Eritrea	39	4
2020-04-19	Eritrea	39	0
2020-04-20	Eritrea	39	0
2020-04-21	Eritrea	39	0
2020-04-22	Eritrea	39	0
2020-04-23	Eritrea	39	0
2020-04-24	Eritrea	39	0
2020-04-25	Eritrea	39	0
2020-04-26	Eritrea	39	0
2020-04-27	Eritrea	39	0
2020-04-28	Eritrea	39	0
2020-04-29	Eritrea	39	0
2020-04-30	Eritrea	39	0
2020-05-01	Eritrea	39	0
2020-05-02	Eritrea	39	0
2020-05-03	Eritrea	39	0
2020-05-04	Eritrea	39	0
2020-05-05	Eritrea	39	0
2020-05-06	Eritrea	39	0
2020-05-07	Eritrea	39	0
2020-05-08	Eritrea	39	0
2020-05-09	Eritrea	39	0
2020-05-10	Eritrea	39	0
2020-05-11	Eritrea	39	0
2020-05-12	Eritrea	39	0
2020-05-13	Eritrea	39	0
2020-05-14	Eritrea	39	0
2020-05-15	Eritrea	39	0
2020-05-16	Eritrea	39	0
2020-05-17	Eritrea	39	0
2020-05-18	Eritrea	39	0
2020-05-19	Eritrea	39	0
2020-01-22	Estonia	0	0
2020-01-23	Estonia	0	0
2020-01-24	Estonia	0	0
2020-01-25	Estonia	0	0
2020-01-26	Estonia	0	0
2020-01-27	Estonia	0	0
2020-01-28	Estonia	0	0
2020-01-29	Estonia	0	0
2020-01-30	Estonia	0	0
2020-01-31	Estonia	0	0
2020-02-01	Estonia	0	0
2020-02-02	Estonia	0	0
2020-02-03	Estonia	0	0
2020-02-04	Estonia	0	0
2020-02-05	Estonia	0	0
2020-02-06	Estonia	0	0
2020-02-07	Estonia	0	0
2020-02-08	Estonia	0	0
2020-02-09	Estonia	0	0
2020-02-10	Estonia	0	0
2020-02-11	Estonia	0	0
2020-02-12	Estonia	0	0
2020-02-13	Estonia	0	0
2020-02-14	Estonia	0	0
2020-02-15	Estonia	0	0
2020-02-16	Estonia	0	0
2020-02-17	Estonia	0	0
2020-02-18	Estonia	0	0
2020-02-19	Estonia	0	0
2020-02-20	Estonia	0	0
2020-02-21	Estonia	0	0
2020-02-22	Estonia	0	0
2020-02-23	Estonia	0	0
2020-02-24	Estonia	0	0
2020-02-25	Estonia	0	0
2020-02-26	Estonia	0	0
2020-02-27	Estonia	1	1
2020-02-28	Estonia	1	0
2020-02-29	Estonia	1	0
2020-03-01	Estonia	1	0
2020-03-02	Estonia	1	0
2020-03-03	Estonia	2	1
2020-03-04	Estonia	2	0
2020-03-05	Estonia	3	1
2020-03-06	Estonia	10	7
2020-03-07	Estonia	10	0
2020-03-08	Estonia	10	0
2020-03-09	Estonia	10	0
2020-03-10	Estonia	12	2
2020-03-11	Estonia	16	4
2020-03-12	Estonia	16	0
2020-03-13	Estonia	79	63
2020-03-14	Estonia	115	36
2020-03-15	Estonia	171	56
2020-03-16	Estonia	205	34
2020-03-17	Estonia	225	20
2020-03-18	Estonia	258	33
2020-03-19	Estonia	267	9
2020-03-20	Estonia	283	16
2020-03-21	Estonia	306	23
2020-03-22	Estonia	326	20
