date,country,Total,new_cases,population,growth,PerCapita
2020-02-27,Singapore,93,0,5638676,0,1.649323351793932e-5
2020-02-28,Singapore,93,0,5638676,0,1.649323351793932e-5
2020-02-29,Singapore,102,9,5638676,0.2970442628930023,1.808935289064312e-5
2020-03-01,Singapore,106,4,5638676,0.19425717247145283,1.879873927851148e-5
2020-03-02,Singapore,108,2,5638676,0.13608276348795434,1.915343247244566e-5
2020-03-03,Singapore,110,2,5638676,0.13483997249264842,1.950812566637984e-5
2020-03-04,Singapore,110,0,5638676,0,1.950812566637984e-5
2020-03-05,Singapore,117,7,5638676,0.24459979523511427,2.0749551845149466e-5
2020-03-06,Singapore,130,13,5638676,0.31622776601683794,2.3055057605721627e-5
2020-03-07,Singapore,138,8,5638676,0.2407717061715384,2.447383038145834e-5
2020-03-08,Singapore,150,12,5638676,0.282842712474619,2.6601989545063415e-5
2020-03-09,Singapore,150,0,5638676,0,2.6601989545063415e-5
2020-03-10,Singapore,160,10,5638676,0.25,2.837545551473431e-5
2020-03-11,Singapore,178,18,5638676,0.317999364001908,3.156769426014192e-5
2020-03-12,Singapore,178,0,5638676,0,3.156769426014192e-5
2020-03-13,Singapore,200,22,5638676,0.33166247903553997,3.5469319393417884e-5
2020-03-14,Singapore,212,12,5638676,0.23791547571544325,3.759747855702296e-5
2020-03-15,Singapore,226,14,5638676,0.24889134708717228,4.0080330914562214e-5
2020-03-16,Singapore,243,17,5638676,0.2644973492052907,4.3095223063002734e-5
2020-03-17,Singapore,266,23,5638676,0.2940512972485138,4.717419479324579e-5
2020-03-18,Singapore,313,47,5638676,0.38750450888853627,5.550948485069899e-5
2020-03-19,Singapore,345,32,5638676,0.3045547950507524,6.118457595364586e-5
2020-03-20,Singapore,385,40,5638676,0.3223291856101521,6.827843983232944e-5
2020-03-21,Singapore,432,47,5638676,0.3298428357510533,7.661372988978264e-5
2020-03-22,Singapore,455,23,5638676,0.22483204964917824,8.069270162002569e-5
2020-03-23,Singapore,509,54,5638676,0.32571517201527933,9.026941785624853e-5
2020-03-24,Singapore,558,49,5638676,0.2963336296671112,9.89594011076359e-5
2020-03-25,Singapore,631,73,5638676,0.3401314186214484,1.1190570268623344e-4
2020-03-26,Singapore,683,52,5638676,0.27592517075030887,1.2112772572852208e-4
2020-03-27,Singapore,732,49,5638676,0.2587274448341005,1.2981770897990946e-4
2020-03-28,Singapore,802,70,5638676,0.2954349260179337,1.4223197076760572e-4
2020-03-29,Singapore,844,42,5638676,0.22307629451682098,1.4968052784022348e-4
2020-03-30,Singapore,879,35,5638676,0.19954441854273597,1.558876587340716e-4
2020-03-31,Singapore,926,47,5638676,0.22529078881489586,1.642229487915248e-4
2020-04-01,Singapore,1000,74,5638676,0.2720294101747089,1.7734659696708944e-4
2020-04-02,Singapore,1049,49,5638676,0.21612763238305344,1.8603658021847683e-4
2020-04-03,Singapore,1114,65,5638676,0.24155391620603128,1.9756410902133762e-4
2020-04-04,Singapore,1189,75,5638676,0.2511537716003215,2.1086510379386935e-4
2020-04-05,Singapore,1309,120,5638676,0.3027755486321566,2.3214669542992008e-4
2020-04-06,Singapore,1375,66,5638676,0.21908902300206645,2.4385157082974798e-4
2020-04-07,Singapore,1481,106,5638676,0.26753179495141455,2.6265031010825945e-4
2020-04-08,Singapore,1623,142,5638676,0.2957909704727064,2.8783352687758614e-4
2020-04-09,Singapore,1910,287,5638676,0.387636143960689,3.3873200020714085e-4
2020-04-10,Singapore,2108,198,5638676,0.3064765794284131,3.7384662640662454e-4
2020-04-11,Singapore,2299,191,5638676,0.288235320226393,4.0771982642733864e-4
2020-04-12,Singapore,2532,233,5638676,0.30335147420712083,4.4904158352067043e-4
2020-04-13,Singapore,2918,386,5638676,0.36370645470673085,5.174973699499669e-4
2020-04-14,Singapore,3252,334,5638676,0.32047781055834523,5.767311333369748e-4
2020-04-15,Singapore,3699,447,5638676,0.347625475488254,6.560050621812638e-4
2020-01-22,Slovenia,0,0,2073894,0,0
2020-01-23,Slovenia,0,0,2073894,0,0
2020-01-24,Slovenia,0,0,2073894,0,0
2020-01-25,Slovenia,0,0,2073894,0,0
2020-01-26,Slovenia,0,0,2073894,0,0
2020-01-27,Slovenia,0,0,2073894,0,0
2020-01-28,Slovenia,0,0,2073894,0,0
2020-01-29,Slovenia,0,0,2073894,0,0
2020-01-30,Slovenia,0,0,2073894,0,0
2020-01-31,Slovenia,0,0,2073894,0,0
2020-02-01,Slovenia,0,0,2073894,0,0
2020-02-02,Slovenia,0,0,2073894,0,0
2020-02-03,Slovenia,0,0,2073894,0,0
2020-02-04,Slovenia,0,0,2073894,0,0
2020-02-05,Slovenia,0,0,2073894,0,0
2020-02-06,Slovenia,0,0,2073894,0,0
2020-02-07,Slovenia,0,0,2073894,0,0
2020-02-08,Slovenia,0,0,2073894,0,0
2020-02-09,Slovenia,0,0,2073894,0,0
2020-02-10,Slovenia,0,0,2073894,0,0
2020-02-11,Slovenia,0,0,2073894,0,0
2020-02-12,Slovenia,0,0,2073894,0,0
2020-02-13,Slovenia,0,0,2073894,0,0
2020-02-14,Slovenia,0,0,2073894,0,0
2020-02-15,Slovenia,0,0,2073894,0,0
2020-02-16,Slovenia,0,0,2073894,0,0
2020-02-17,Slovenia,0,0,2073894,0,0
2020-02-18,Slovenia,0,0,2073894,0,0
2020-02-19,Slovenia,0,0,2073894,0,0
2020-02-20,Slovenia,0,0,2073894,0,0
2020-02-21,Slovenia,0,0,2073894,0,0
2020-02-22,Slovenia,0,0,2073894,0,0
2020-02-23,Slovenia,0,0,2073894,0,0
2020-02-24,Slovenia,0,0,2073894,0,0
2020-02-25,Slovenia,0,0,2073894,0,0
2020-02-26,Slovenia,0,0,2073894,0,0
2020-02-27,Slovenia,0,0,2073894,0,0
2020-02-28,Slovenia,0,0,2073894,0,0
2020-02-29,Slovenia,0,0,2073894,0,0
2020-03-01,Slovenia,0,0,2073894,0,0
2020-03-02,Slovenia,0,0,2073894,0,0
2020-03-03,Slovenia,0,0,2073894,0,0
2020-03-04,Slovenia,0,0,2073894,0,0
2020-03-05,Slovenia,2,2,2073894,1,9.643694422183583e-7
2020-03-06,Slovenia,7,5,2073894,0.8451542547285166,3.375293047764254e-6
2020-03-07,Slovenia,7,0,2073894,0,3.375293047764254e-6
2020-03-08,Slovenia,16,9,2073894,0.75,7.714955537746866e-6
2020-03-09,Slovenia,16,0,2073894,0,7.714955537746866e-6
2020-03-10,Slovenia,31,15,2073894,0.6956083436402524,1.4947726354384554e-5
2020-03-11,Slovenia,57,26,2073894,0.6753816335059705,2.7484529103223213e-5
2020-03-12,Slovenia,89,32,2073894,0.5996253511966891,4.2914440178716945e-5
2020-03-13,Slovenia,141,52,2073894,0.6072843866271672,6.798804567639427e-5
2020-03-14,Slovenia,181,40,2073894,0.47010049472226845,8.727543452076143e-5
2020-03-15,Slovenia,219,38,2073894,0.4165524957735337,1.0559845392291023e-4
2020-03-16,Slovenia,253,34,2073894,0.3665888047644883,1.2199273444062233e-4
2020-03-17,Slovenia,275,22,2073894,0.282842712474619,1.3260079830502427e-4
2020-03-18,Slovenia,275,0,2073894,0,1.3260079830502427e-4
2020-03-19,Slovenia,286,11,2073894,0.19611613513818404,1.3790483023722524e-4
2020-03-20,Slovenia,341,55,2073894,0.4016096644512494,1.644249898982301e-4
2020-03-21,Slovenia,383,42,2073894,0.33115038035993954,1.846767481848156e-4
2020-03-22,Slovenia,414,31,2073894,0.2736406896883943,1.9962447453920017e-4
2020-03-23,Slovenia,442,28,2073894,0.25169111285381685,2.131256467302572e-4
2020-03-24,Slovenia,480,38,2073894,0.2813657169355689,2.31448666132406e-4
2020-03-25,Slovenia,528,48,2073894,0.30151134457776363,2.545935327456466e-4
2020-03-26,Slovenia,562,34,2073894,0.24596386043597826,2.7098781326335866e-4
2020-03-27,Slovenia,632,70,2073894,0.33280548924392167,3.0474074374100125e-4
2020-03-28,Slovenia,684,52,2073894,0.2757233972895037,3.2981434923867855e-4
2020-03-29,Slovenia,730,46,2073894,0.2510252948014144,3.519948464097008e-4
2020-03-30,Slovenia,756,26,2073894,0.18544954675472894,3.6453164915853945e-4
2020-03-31,Slovenia,802,46,2073894,0.23949239753863377,3.867121463295617e-4
2020-04-01,Slovenia,841,39,2073894,0.215344758565462,4.055173504528197e-4
2020-04-02,Slovenia,897,56,2073894,0.24986060773937238,4.325196948349337e-4
2020-04-03,Slovenia,934,37,2073894,0.1990340700177667,4.5036052951597335e-4
2020-04-04,Slovenia,977,43,2073894,0.20979104484567768,4.7109447252366806e-4
2020-04-05,Slovenia,997,20,2073894,0.1416339667651262,4.807381669458516e-4
2020-04-06,Slovenia,1021,24,2073894,0.1533178603670871,4.923106002524719e-4
2020-04-07,Slovenia,1059,38,2073894,0.18942784484904762,5.106336196546207e-4
2020-04-08,Slovenia,1091,32,2073894,0.17126263192119762,5.260635307301145e-4
2020-04-09,Slovenia,1124,33,2073894,0.17134593839651469,5.419756265267173e-4
2020-04-10,Slovenia,1160,36,2073894,0.17616606585441105,5.593342764866478e-4
2020-04-11,Slovenia,1188,28,2073894,0.15352206215727943,5.728354486777049e-4
2020-04-12,Slovenia,1205,17,2073894,0.1187766130912453,5.810325889365609e-4
2020-04-13,Slovenia,1212,7,2073894,0.07599722072389078,5.844078819843251e-4
2020-04-14,Slovenia,1220,8,2073894,0.0809776330178916,5.882653597531986e-4
2020-04-15,Slovenia,1248,28,2073894,0.14978617237881953,6.017665319442556e-4
2020-01-22,Somalia,0,0,15008154,0,0
2020-01-23,Somalia,0,0,15008154,0,0
2020-01-24,Somalia,0,0,15008154,0,0
2020-01-25,Somalia,0,0,15008154,0,0
2020-01-26,Somalia,0,0,15008154,0,0
2020-01-27,Somalia,0,0,15008154,0,0
2020-01-28,Somalia,0,0,15008154,0,0
2020-01-29,Somalia,0,0,15008154,0,0
2020-01-30,Somalia,0,0,15008154,0,0
2020-01-31,Somalia,0,0,15008154,0,0
2020-02-01,Somalia,0,0,15008154,0,0
2020-02-02,Somalia,0,0,15008154,0,0
2020-02-03,Somalia,0,0,15008154,0,0
2020-02-04,Somalia,0,0,15008154,0,0
2020-02-05,Somalia,0,0,15008154,0,0
2020-02-06,Somalia,0,0,15008154,0,0
2020-02-07,Somalia,0,0,15008154,0,0
2020-02-08,Somalia,0,0,15008154,0,0
2020-02-09,Somalia,0,0,15008154,0,0
2020-02-10,Somalia,0,0,15008154,0,0
2020-02-11,Somalia,0,0,15008154,0,0
2020-02-12,Somalia,0,0,15008154,0,0
2020-02-13,Somalia,0,0,15008154,0,0
2020-02-14,Somalia,0,0,15008154,0,0
2020-02-15,Somalia,0,0,15008154,0,0
2020-02-16,Somalia,0,0,15008154,0,0
2020-02-17,Somalia,0,0,15008154,0,0
2020-02-18,Somalia,0,0,15008154,0,0
2020-02-19,Somalia,0,0,15008154,0,0
2020-02-20,Somalia,0,0,15008154,0,0
2020-02-21,Somalia,0,0,15008154,0,0
2020-02-22,Somalia,0,0,15008154,0,0
2020-02-23,Somalia,0,0,15008154,0,0
2020-02-24,Somalia,0,0,15008154,0,0
2020-02-25,Somalia,0,0,15008154,0,0
2020-02-26,Somalia,0,0,15008154,0,0
2020-02-27,Somalia,0,0,15008154,0,0
2020-02-28,Somalia,0,0,15008154,0,0
2020-02-29,Somalia,0,0,15008154,0,0
2020-03-01,Somalia,0,0,15008154,0,0
2020-03-02,Somalia,0,0,15008154,0,0
2020-03-03,Somalia,0,0,15008154,0,0
2020-03-04,Somalia,0,0,15008154,0,0
2020-03-05,Somalia,0,0,15008154,0,0
2020-03-06,Somalia,0,0,15008154,0,0
2020-03-07,Somalia,0,0,15008154,0,0
2020-03-08,Somalia,0,0,15008154,0,0
2020-03-09,Somalia,0,0,15008154,0,0
2020-03-10,Somalia,0,0,15008154,0,0
2020-03-11,Somalia,0,0,15008154,0,0
2020-03-12,Somalia,0,0,15008154,0,0
2020-03-13,Somalia,0,0,15008154,0,0
2020-03-14,Somalia,0,0,15008154,0,0
2020-03-15,Somalia,0,0,15008154,0,0
2020-03-16,Somalia,1,1,15008154,1,6.663044635602753e-8
2020-03-17,Somalia,1,0,15008154,0,6.663044635602753e-8
2020-03-18,Somalia,1,0,15008154,0,6.663044635602753e-8
2020-03-19,Somalia,1,0,15008154,0,6.663044635602753e-8
2020-03-20,Somalia,1,0,15008154,0,6.663044635602753e-8
2020-03-21,Somalia,1,0,15008154,0,6.663044635602753e-8
2020-03-22,Somalia,1,0,15008154,0,6.663044635602753e-8
2020-03-23,Somalia,1,0,15008154,0,6.663044635602753e-8
2020-03-24,Somalia,1,0,15008154,0,6.663044635602753e-8
2020-03-25,Somalia,1,0,15008154,0,6.663044635602753e-8
2020-03-26,Somalia,2,1,15008154,0.7071067811865476,1.3326089271205507e-7
2020-03-27,Somalia,3,1,15008154,0.5773502691896257,1.998913390680826e-7
2020-03-28,Somalia,3,0,15008154,0,1.998913390680826e-7
2020-03-29,Somalia,3,0,15008154,0,1.998913390680826e-7
2020-03-30,Somalia,3,0,15008154,0,1.998913390680826e-7
2020-03-31,Somalia,5,2,15008154,0.6324555320336759,3.3315223178013766e-7
2020-04-01,Somalia,5,0,15008154,0,3.3315223178013766e-7
2020-04-02,Somalia,5,0,15008154,0,3.3315223178013766e-7
2020-04-03,Somalia,7,2,15008154,0.5345224838248488,4.664131244921927e-7
2020-04-04,Somalia,7,0,15008154,0,4.664131244921927e-7
2020-04-05,Somalia,7,0,15008154,0,4.664131244921927e-7
2020-04-06,Somalia,7,0,15008154,0,4.664131244921927e-7
2020-04-07,Somalia,8,1,15008154,0.3535533905932738,5.330435708482203e-7
2020-04-08,Somalia,12,4,15008154,0.5773502691896257,7.995653562723304e-7
2020-04-09,Somalia,12,0,15008154,0,7.995653562723304e-7
2020-04-10,Somalia,21,9,15008154,0.6546536707079771,1.399239373476578e-6
2020-04-11,Somalia,21,0,15008154,0,1.399239373476578e-6
2020-04-12,Somalia,25,4,15008154,0.4,1.6657611589006882e-6
2020-04-13,Somalia,60,35,15008154,0.7637626158259734,3.9978267813616514e-6
2020-04-14,Somalia,60,0,15008154,0,3.9978267813616514e-6
2020-04-15,Somalia,80,20,15008154,0.5,5.3304357084822025e-6
2020-01-22,South Africa,0,0,57779622,0,0
2020-01-23,South Africa,0,0,57779622,0,0
2020-01-24,South Africa,0,0,57779622,0,0
2020-01-25,South Africa,0,0,57779622,0,0
2020-01-26,South Africa,0,0,57779622,0,0
2020-01-27,South Africa,0,0,57779622,0,0
2020-01-28,South Africa,0,0,57779622,0,0
2020-01-29,South Africa,0,0,57779622,0,0
2020-01-30,South Africa,0,0,57779622,0,0
2020-01-31,South Africa,0,0,57779622,0,0
2020-02-01,South Africa,0,0,57779622,0,0
2020-02-02,South Africa,0,0,57779622,0,0
2020-02-03,South Africa,0,0,57779622,0,0
2020-02-04,South Africa,0,0,57779622,0,0
2020-02-05,South Africa,0,0,57779622,0,0
2020-02-06,South Africa,0,0,57779622,0,0
2020-02-07,South Africa,0,0,57779622,0,0
2020-02-08,South Africa,0,0,57779622,0,0
2020-02-09,South Africa,0,0,57779622,0,0
2020-02-10,South Africa,0,0,57779622,0,0
2020-02-11,South Africa,0,0,57779622,0,0
2020-02-12,South Africa,0,0,57779622,0,0
2020-02-13,South Africa,0,0,57779622,0,0
2020-02-14,South Africa,0,0,57779622,0,0
2020-02-15,South Africa,0,0,57779622,0,0
2020-02-16,South Africa,0,0,57779622,0,0
2020-02-17,South Africa,0,0,57779622,0,0
2020-02-18,South Africa,0,0,57779622,0,0
2020-02-19,South Africa,0,0,57779622,0,0
2020-02-20,South Africa,0,0,57779622,0,0
2020-02-21,South Africa,0,0,57779622,0,0
2020-02-22,South Africa,0,0,57779622,0,0
2020-02-23,South Africa,0,0,57779622,0,0
2020-02-24,South Africa,0,0,57779622,0,0
2020-02-25,South Africa,0,0,57779622,0,0
2020-02-26,South Africa,0,0,57779622,0,0
2020-02-27,South Africa,0,0,57779622,0,0
2020-02-28,South Africa,0,0,57779622,0,0
2020-02-29,South Africa,0,0,57779622,0,0
2020-03-01,South Africa,0,0,57779622,0,0
2020-03-02,South Africa,0,0,57779622,0,0
2020-03-03,South Africa,0,0,57779622,0,0
2020-03-04,South Africa,0,0,57779622,0,0
2020-03-05,South Africa,1,1,57779622,1,1.7307139877100614e-8
2020-03-06,South Africa,1,0,57779622,0,1.7307139877100614e-8
2020-03-07,South Africa,1,0,57779622,0,1.7307139877100614e-8
2020-03-08,South Africa,3,2,57779622,0.816496580927726,5.1921419631301845e-8
2020-03-09,South Africa,3,0,57779622,0,5.1921419631301845e-8
2020-03-10,South Africa,7,4,57779622,0.7559289460184544,1.211499791397043e-7
2020-03-11,South Africa,13,6,57779622,0.6793662204867574,2.24992818402308e-7
2020-03-12,South Africa,17,4,57779622,0.48507125007266594,2.9422137791071046e-7
2020-03-13,South Africa,24,7,57779622,0.5400617248673217,4.1537135705041476e-7
2020-03-14,South Africa,38,14,57779622,0.6069769786668839,6.576713153298234e-7
2020-03-15,South Africa,51,13,57779622,0.5048781642974013,8.826641337321314e-7
2020-03-16,South Africa,62,11,57779622,0.421211769587116,1.073042672380238e-6
2020-03-17,South Africa,62,0,57779622,0,1.073042672380238e-6
2020-03-18,South Africa,116,54,57779622,0.682288239221013,2.0076282257436715e-6
2020-03-19,South Africa,150,34,57779622,0.4760952285695233,2.596070981565092e-6
2020-03-20,South Africa,202,52,57779622,0.507371404963127,3.496042255174324e-6
2020-03-21,South Africa,240,38,57779622,0.39791121287711073,4.153713570504148e-6
2020-03-22,South Africa,274,34,57779622,0.3522606864821505,4.742156326325568e-6
2020-03-23,South Africa,402,128,57779622,0.5642764926868786,6.957470230594447e-6
2020-03-24,South Africa,554,152,57779622,0.523801709664002,9.588155491913741e-6
2020-03-25,South Africa,709,155,57779622,0.46756579377577207,1.2270762172864336e-5
2020-03-26,South Africa,927,218,57779622,0.4849404149387762,1.604371866607227e-5
2020-03-27,South Africa,1170,243,57779622,0.45573271518765,2.024935365620772e-5
2020-03-28,South Africa,1187,17,57779622,0.11967380546119358,2.054357503411843e-5
2020-03-29,South Africa,1280,93,57779622,0.26954823316059784,2.2153139042688787e-5
2020-03-30,South Africa,1326,46,57779622,0.1862546627515181,2.2949267477035417e-5
2020-03-31,South Africa,1353,27,57779622,0.14126448280440332,2.341656025371713e-5
2020-04-01,South Africa,1380,27,57779622,0.13987572123604708,2.388385303039885e-5
2020-04-02,South Africa,1462,82,57779622,0.2368281049613614,2.53030385003211e-5
2020-04-03,South Africa,1505,43,57779622,0.1690308509457033,2.6047245515036425e-5
2020-04-04,South Africa,1585,80,57779622,0.22466238252069218,2.7431816705204474e-5
2020-04-05,South Africa,1655,70,57779622,0.20566008972951672,2.8643316496601517e-5
2020-04-06,South Africa,1686,31,57779622,0.1355976184018417,2.9179837832791636e-5
2020-04-07,South Africa,1749,63,57779622,0.18979089332840635,3.0270187645048977e-5
2020-04-08,South Africa,1845,96,57779622,0.2281063794048804,3.1931673073250634e-5
2020-04-09,South Africa,1934,89,57779622,0.21451949624903807,3.347200852231259e-5
2020-04-10,South Africa,2003,69,57779622,0.18560260641687362,3.466620117383253e-5
2020-04-11,South Africa,2028,25,57779622,0.11102889792108188,3.509887967076005e-5
2020-04-12,South Africa,2173,145,57779622,0.25831768381360143,3.7608414952939634e-5
2020-04-13,South Africa,2272,99,57779622,0.2087437272398187,3.93218218007726e-5
2020-04-14,South Africa,2415,143,57779622,0.24333772933435197,4.179674280319798e-5
2020-04-15,South Africa,2506,91,57779622,0.19055930615430772,4.337169253201414e-5
2020-01-22,South Sudan,0,0,10975920,0,0
2020-01-23,South Sudan,0,0,10975920,0,0
2020-01-24,South Sudan,0,0,10975920,0,0
2020-01-25,South Sudan,0,0,10975920,0,0
2020-01-26,South Sudan,0,0,10975920,0,0
2020-01-27,South Sudan,0,0,10975920,0,0
2020-01-28,South Sudan,0,0,10975920,0,0
2020-01-29,South Sudan,0,0,10975920,0,0
2020-01-30,South Sudan,0,0,10975920,0,0
2020-01-31,South Sudan,0,0,10975920,0,0
2020-02-01,South Sudan,0,0,10975920,0,0
2020-02-02,South Sudan,0,0,10975920,0,0
2020-02-03,South Sudan,0,0,10975920,0,0
2020-02-04,South Sudan,0,0,10975920,0,0
2020-02-05,South Sudan,0,0,10975920,0,0
2020-02-06,South Sudan,0,0,10975920,0,0
2020-02-07,South Sudan,0,0,10975920,0,0
2020-02-08,South Sudan,0,0,10975920,0,0
2020-02-09,South Sudan,0,0,10975920,0,0
2020-02-10,South Sudan,0,0,10975920,0,0
2020-02-11,South Sudan,0,0,10975920,0,0
2020-02-12,South Sudan,0,0,10975920,0,0
2020-02-13,South Sudan,0,0,10975920,0,0
2020-02-14,South Sudan,0,0,10975920,0,0
2020-02-15,South Sudan,0,0,10975920,0,0
2020-02-16,South Sudan,0,0,10975920,0,0
2020-02-17,South Sudan,0,0,10975920,0,0
2020-02-18,South Sudan,0,0,10975920,0,0
2020-02-19,South Sudan,0,0,10975920,0,0
2020-02-20,South Sudan,0,0,10975920,0,0
2020-02-21,South Sudan,0,0,10975920,0,0
2020-02-22,South Sudan,0,0,10975920,0,0
2020-02-23,South Sudan,0,0,10975920,0,0
2020-02-24,South Sudan,0,0,10975920,0,0
2020-02-25,South Sudan,0,0,10975920,0,0
2020-02-26,South Sudan,0,0,10975920,0,0
2020-02-27,South Sudan,0,0,10975920,0,0
2020-02-28,South Sudan,0,0,10975920,0,0
2020-02-29,South Sudan,0,0,10975920,0,0
2020-03-01,South Sudan,0,0,10975920,0,0
2020-03-02,South Sudan,0,0,10975920,0,0
2020-03-03,South Sudan,0,0,10975920,0,0
2020-03-04,South Sudan,0,0,10975920,0,0
2020-03-05,South Sudan,0,0,10975920,0,0
2020-03-06,South Sudan,0,0,10975920,0,0
2020-03-07,South Sudan,0,0,10975920,0,0
2020-03-08,South Sudan,0,0,10975920,0,0
2020-03-09,South Sudan,0,0,10975920,0,0
2020-03-10,South Sudan,0,0,10975920,0,0
2020-03-11,South Sudan,0,0,10975920,0,0
2020-03-12,South Sudan,0,0,10975920,0,0
2020-03-13,South Sudan,0,0,10975920,0,0
2020-03-14,South Sudan,0,0,10975920,0,0
2020-03-15,South Sudan,0,0,10975920,0,0
2020-03-16,South Sudan,0,0,10975920,0,0
2020-03-17,South Sudan,0,0,10975920,0,0
2020-03-18,South Sudan,0,0,10975920,0,0
2020-03-19,South Sudan,0,0,10975920,0,0
2020-03-20,South Sudan,0,0,10975920,0,0
2020-03-21,South Sudan,0,0,10975920,0,0
2020-03-22,South Sudan,0,0,10975920,0,0
2020-03-23,South Sudan,0,0,10975920,0,0
2020-03-24,South Sudan,0,0,10975920,0,0
2020-03-25,South Sudan,0,0,10975920,0,0
2020-03-26,South Sudan,0,0,10975920,0,0
2020-03-27,South Sudan,0,0,10975920,0,0
2020-03-28,South Sudan,0,0,10975920,0,0
2020-03-29,South Sudan,0,0,10975920,0,0
2020-03-30,South Sudan,0,0,10975920,0,0
2020-03-31,South Sudan,0,0,10975920,0,0
2020-04-01,South Sudan,0,0,10975920,0,0
2020-04-02,South Sudan,0,0,10975920,0,0
2020-04-03,South Sudan,0,0,10975920,0,0
2020-04-04,South Sudan,0,0,10975920,0,0
2020-04-05,South Sudan,1,1,10975920,1,9.110853577649983e-8
2020-04-06,South Sudan,1,0,10975920,0,9.110853577649983e-8
2020-04-07,South Sudan,2,1,10975920,0.7071067811865476,1.8221707155299966e-7
2020-04-08,South Sudan,2,0,10975920,0,1.8221707155299966e-7
2020-04-09,South Sudan,3,1,10975920,0.5773502691896257,2.733256073294995e-7
2020-04-10,South Sudan,4,1,10975920,0.5,3.644341431059993e-7
2020-04-11,South Sudan,4,0,10975920,0,3.644341431059993e-7
2020-04-12,South Sudan,4,0,10975920,0,3.644341431059993e-7
2020-04-13,South Sudan,4,0,10975920,0,3.644341431059993e-7
2020-04-14,South Sudan,4,0,10975920,0,3.644341431059993e-7
2020-04-15,South Sudan,4,0,10975920,0,3.644341431059993e-7
2020-01-22,Spain,0,0,46796540,0,0
2020-01-23,Spain,0,0,46796540,0,0
2020-01-24,Spain,0,0,46796540,0,0
2020-01-25,Spain,0,0,46796540,0,0
2020-01-26,Spain,0,0,46796540,0,0
2020-01-27,Spain,0,0,46796540,0,0
2020-01-28,Spain,0,0,46796540,0,0
2020-01-29,Spain,0,0,46796540,0,0
2020-01-30,Spain,0,0,46796540,0,0
2020-01-31,Spain,0,0,46796540,0,0
2020-02-01,Spain,1,1,46796540,1,2.1369101219876512e-8
2020-02-02,Spain,1,0,46796540,0,2.1369101219876512e-8
2020-02-03,Spain,1,0,46796540,0,2.1369101219876512e-8
2020-02-04,Spain,1,0,46796540,0,2.1369101219876512e-8
2020-02-05,Spain,1,0,46796540,0,2.1369101219876512e-8
2020-02-06,Spain,1,0,46796540,0,2.1369101219876512e-8
2020-02-07,Spain,1,0,46796540,0,2.1369101219876512e-8
2020-02-08,Spain,1,0,46796540,0,2.1369101219876512e-8
2020-02-09,Spain,2,1,46796540,0.7071067811865476,4.2738202439753023e-8
2020-02-10,Spain,2,0,46796540,0,4.2738202439753023e-8
2020-02-11,Spain,2,0,46796540,0,4.2738202439753023e-8
2020-02-12,Spain,2,0,46796540,0,4.2738202439753023e-8
2020-02-13,Spain,2,0,46796540,0,4.2738202439753023e-8
2020-02-14,Spain,2,0,46796540,0,4.2738202439753023e-8
2020-02-15,Spain,2,0,46796540,0,4.2738202439753023e-8
2020-02-16,Spain,2,0,46796540,0,4.2738202439753023e-8
2020-02-17,Spain,2,0,46796540,0,4.2738202439753023e-8
2020-02-18,Spain,2,0,46796540,0,4.2738202439753023e-8
2020-02-19,Spain,2,0,46796540,0,4.2738202439753023e-8
2020-02-20,Spain,2,0,46796540,0,4.2738202439753023e-8
2020-02-21,Spain,2,0,46796540,0,4.2738202439753023e-8
2020-02-22,Spain,2,0,46796540,0,4.2738202439753023e-8
2020-02-23,Spain,2,0,46796540,0,4.2738202439753023e-8
2020-02-24,Spain,2,0,46796540,0,4.2738202439753023e-8
2020-02-25,Spain,6,4,46796540,0.816496580927726,1.2821460731925907e-7
2020-02-26,Spain,13,7,46796540,0.7337993857053428,2.7779831585839466e-07
2020-02-27,Spain,15,2,46796540,0.3651483716701107,3.2053651829814766e-7
2020-02-28,Spain,32,17,46796540,0.7288689868556626,6.838112390360484e-7
2020-02-29,Spain,45,13,46796540,0.5374838498865699,9.61609554894443e-7
2020-03-01,Spain,84,39,46796540,0.6813851438692469,1.795004502469627e-6
2020-03-02,Spain,120,36,46796540,0.5477225575051661,2.5642921463851813e-6
2020-03-03,Spain,165,45,46796540,0.5222329678670935,3.5259017012796243e-6
2020-03-04,Spain,222,57,46796540,0.5067117097095317,4.743940470812586e-6
2020-03-05,Spain,259,37,46796540,0.3779644730092272,5.534597215948016e-6
2020-03-06,Spain,400,141,46796540,0.5937171043518958,8.547640487950606e-6
2020-03-07,Spain,500,100,46796540,0.44721359549995793,1.0684550609938257e-5
2020-03-08,Spain,673,173,46796540,0.5070088258402812,1.4381405120976892e-5
2020-03-09,Spain,1073,400,46796540,0.6105625108726636,2.2929045608927496e-5
2020-03-10,Spain,1695,622,46796540,0.6057735979038738,3.622062656769069e-5
2020-03-11,Spain,2277,582,46796540,0.5055684651862469,4.8657443477658817e-5
2020-03-12,Spain,2277,0,46796540,0,4.8657443477658817e-5
2020-03-13,Spain,5232,2955,46796540,0.7515274964907481,1.1180313758239391e-4
2020-03-14,Spain,6391,1159,46796540,0.4258506448394994,1.365699258962308e-4
2020-03-15,Spain,7798,1407,46796540,0.4247715617985117,1.6663625131259704e-4
2020-03-16,Spain,9942,2144,46796540,0.46438214273597334,2.1245160432801228e-4
